,start_time,end_time,bus_id,route_name,direction
3285,2024-08-22 01:09:01,2024-08-22 01:28:02,1913,907 Long Branch Park,Long Branch Park-bound
2065,2024-08-22 01:11:01,2024-08-22 01:29:02,1780,901 State Fair - Hub,hub-bound
3886,2024-08-22 01:11:01,2024-08-22 01:20:01,2231,909 Destiny USA,Fairgrounds-bound
105,2024-08-22 01:15:03,2024-08-22 01:29:02,1253,901 State Fair - Hub,hub-bound
4462,2024-08-22 01:15:03,2024-08-22 01:34:01,2240,907 Long Branch Park,Fairgrounds-bound
283,2024-08-22 01:18:03,2024-08-22 01:33:02,1751,909 Destiny USA,Destiny USA-bound
3887,2024-08-22 01:20:01,2024-08-22 01:36:02,2231,909 Destiny USA,Destiny USA-bound
631,2024-08-22 01:24:01,2024-08-22 01:32:01,1757,909 Destiny USA,Fairgrounds-bound
3286,2024-08-22 01:28:02,2024-08-22 01:40:01,1913,907 Long Branch Park,Fairgrounds-bound
2066,2024-08-22 01:29:02,2024-08-22 01:47:02,1780,901 State Fair - Hub,Fairgrounds-bound
106,2024-08-22 01:29:02,2024-08-22 01:40:01,1253,901 State Fair - Hub,Fairgrounds-bound
632,2024-08-22 01:32:01,2024-08-22 01:47:02,1757,909 Destiny USA,Destiny USA-bound
284,2024-08-22 01:33:02,2024-08-22 01:44:01,1751,909 Destiny USA,Fairgrounds-bound
4463,2024-08-22 01:34:01,2024-08-22 01:49:01,2240,907 Long Branch Park,Long Branch Park-bound
3888,2024-08-22 01:36:02,2024-08-22 01:47:02,2231,909 Destiny USA,Fairgrounds-bound
107,2024-08-22 01:40:01,2024-08-22 01:59:01,1253,901 State Fair - Hub,hub-bound
3287,2024-08-22 01:40:01,2024-08-22 01:57:01,1913,907 Long Branch Park,Long Branch Park-bound
285,2024-08-22 01:44:01,2024-08-22 01:57:01,1751,909 Destiny USA,Destiny USA-bound
3889,2024-08-22 01:47:02,2024-08-22 02:02:01,2231,909 Destiny USA,Destiny USA-bound
2067,2024-08-22 01:47:02,2024-08-22 02:04:01,1780,901 State Fair - Hub,hub-bound
633,2024-08-22 01:47:02,2024-08-22 01:57:01,1757,909 Destiny USA,Fairgrounds-bound
4464,2024-08-22 01:49:01,2024-08-22 02:05:01,2240,907 Long Branch Park,Fairgrounds-bound
634,2024-08-22 01:57:01,2024-08-22 02:13:01,1757,909 Destiny USA,Destiny USA-bound
3288,2024-08-22 01:57:01,2024-08-22 02:07:01,1913,907 Long Branch Park,Fairgrounds-bound
286,2024-08-22 01:57:01,2024-08-22 02:07:01,1751,909 Destiny USA,Fairgrounds-bound
2469,2024-08-22 01:58:02,2024-08-22 02:08:01,1900,907 Long Branch Park,Fairgrounds-bound
108,2024-08-22 01:59:01,2024-08-22 02:12:01,1253,901 State Fair - Hub,Fairgrounds-bound
3890,2024-08-22 02:02:01,2024-08-22 02:12:01,2231,909 Destiny USA,Fairgrounds-bound
2068,2024-08-22 02:04:01,2024-08-22 02:29:01,1780,901 State Fair - Hub,Fairgrounds-bound
4465,2024-08-22 02:05:01,2024-08-22 02:25:02,2240,907 Long Branch Park,Long Branch Park-bound
287,2024-08-22 02:07:01,2024-08-22 02:21:01,1751,909 Destiny USA,Destiny USA-bound
2470,2024-08-22 02:08:01,2024-08-22 02:31:01,1900,907 Long Branch Park,Long Branch Park-bound
109,2024-08-22 02:12:01,2024-08-22 02:31:01,1253,901 State Fair - Hub,hub-bound
3891,2024-08-22 02:12:01,2024-08-22 02:29:01,2231,909 Destiny USA,Destiny USA-bound
635,2024-08-22 02:13:01,2024-08-22 02:20:02,1757,909 Destiny USA,Fairgrounds-bound
636,2024-08-22 02:20:02,2024-08-22 02:36:01,1757,909 Destiny USA,Destiny USA-bound
288,2024-08-22 02:21:01,2024-08-22 02:32:02,1751,909 Destiny USA,Fairgrounds-bound
4466,2024-08-22 02:25:02,2024-08-22 02:40:02,2240,907 Long Branch Park,Fairgrounds-bound
3892,2024-08-22 02:29:01,2024-08-22 02:40:02,2231,909 Destiny USA,Fairgrounds-bound
2069,2024-08-22 02:29:01,2024-08-22 02:48:02,1780,901 State Fair - Hub,hub-bound
110,2024-08-22 02:31:01,2024-08-22 02:45:04,1253,901 State Fair - Hub,Fairgrounds-bound
2471,2024-08-22 02:31:01,2024-08-22 02:45:04,1900,907 Long Branch Park,Fairgrounds-bound
289,2024-08-22 02:32:02,2024-08-22 02:48:02,1751,909 Destiny USA,Destiny USA-bound
637,2024-08-22 02:36:01,2024-08-22 02:44:01,1757,909 Destiny USA,Fairgrounds-bound
4467,2024-08-22 02:40:02,2024-08-22 02:58:02,2240,907 Long Branch Park,Long Branch Park-bound
3893,2024-08-22 02:40:02,2024-08-22 03:22:01,2231,909 Destiny USA,Destiny USA-bound
638,2024-08-22 02:44:01,2024-08-22 03:01:01,1757,909 Destiny USA,Destiny USA-bound
111,2024-08-22 02:45:04,2024-08-22 02:57:01,1253,901 State Fair - Hub,hub-bound
2472,2024-08-22 02:45:04,2024-08-22 03:00:02,1900,907 Long Branch Park,Long Branch Park-bound
2070,2024-08-22 02:48:02,2024-08-22 03:01:01,1780,901 State Fair - Hub,Fairgrounds-bound
4468,2024-08-22 02:58:02,2024-08-22 03:11:01,2240,907 Long Branch Park,Fairgrounds-bound
2473,2024-08-22 03:00:02,2024-08-22 03:11:01,1900,907 Long Branch Park,Fairgrounds-bound
2071,2024-08-22 03:01:01,2024-08-22 03:18:02,1780,901 State Fair - Hub,hub-bound
4659,2024-08-22 12:31:03,2024-08-22 13:08:02,2242,909 Destiny USA,Fairgrounds-bound
3054,2024-08-22 12:44:00,2024-08-22 13:43:01,1907,907 Long Branch Park,Fairgrounds-bound
1155,2024-08-22 12:44:00,2024-08-22 13:12:01,1767,901 State Fair - Hub,Fairgrounds-bound
639,2024-08-22 12:56:01,2024-08-22 13:07:02,1757,909 Destiny USA,Fairgrounds-bound
4660,2024-08-22 13:08:02,2024-08-22 13:18:01,2242,909 Destiny USA,Destiny USA-bound
112,2024-08-22 13:08:02,2024-08-22 13:28:02,1625,907 Long Branch Park,Long Branch Park-bound
3654,2024-08-22 13:09:02,2024-08-22 13:25:01,2022,909 Destiny USA,Fairgrounds-bound
1156,2024-08-22 13:12:01,2024-08-22 13:26:01,1767,901 State Fair - Hub,hub-bound
4661,2024-08-22 13:18:01,2024-08-22 13:43:01,2242,909 Destiny USA,Fairgrounds-bound
3655,2024-08-22 13:25:01,2024-08-22 13:35:01,2022,909 Destiny USA,Destiny USA-bound
1157,2024-08-22 13:26:01,2024-08-22 13:47:01,1767,901 State Fair - Hub,Fairgrounds-bound
113,2024-08-22 13:28:02,2024-08-22 14:01:01,1625,907 Long Branch Park,Fairgrounds-bound
3656,2024-08-22 13:35:01,2024-08-22 13:57:01,2022,909 Destiny USA,Fairgrounds-bound
4662,2024-08-22 13:43:01,2024-08-22 13:55:03,2242,909 Destiny USA,Destiny USA-bound
3055,2024-08-22 13:43:01,2024-08-22 13:57:01,1907,907 Long Branch Park,Long Branch Park-bound
1158,2024-08-22 13:47:01,2024-08-22 14:00:01,1767,901 State Fair - Hub,hub-bound
2151,2024-08-22 13:51:01,2024-08-22 14:14:01,1781,909 Destiny USA,Fairgrounds-bound
4663,2024-08-22 13:55:03,2024-08-22 14:28:01,2242,909 Destiny USA,Fairgrounds-bound
3657,2024-08-22 13:57:01,2024-08-22 14:06:01,2022,909 Destiny USA,Destiny USA-bound
3056,2024-08-22 13:57:01,2024-08-22 14:20:01,1907,907 Long Branch Park,Fairgrounds-bound
1159,2024-08-22 14:00:01,2024-08-22 14:30:03,1767,901 State Fair - Hub,Fairgrounds-bound
114,2024-08-22 14:01:01,2024-08-22 14:14:01,1625,907 Long Branch Park,Long Branch Park-bound
3658,2024-08-22 14:06:01,2024-08-22 14:39:01,2022,909 Destiny USA,Fairgrounds-bound
115,2024-08-22 14:14:01,2024-08-22 14:38:01,1625,907 Long Branch Park,Fairgrounds-bound
2152,2024-08-22 14:14:01,2024-08-22 14:27:02,1781,909 Destiny USA,Destiny USA-bound
3057,2024-08-22 14:20:01,2024-08-22 14:35:01,1907,907 Long Branch Park,Long Branch Park-bound
2153,2024-08-22 14:27:02,2024-08-22 14:50:01,1781,909 Destiny USA,Fairgrounds-bound
4664,2024-08-22 14:28:01,2024-08-22 14:39:01,2242,909 Destiny USA,Destiny USA-bound
1160,2024-08-22 14:30:03,2024-08-22 14:44:01,1767,901 State Fair - Hub,hub-bound
3058,2024-08-22 14:35:01,2024-08-22 14:57:02,1907,907 Long Branch Park,Fairgrounds-bound
116,2024-08-22 14:38:01,2024-08-22 14:53:03,1625,907 Long Branch Park,Long Branch Park-bound
3659,2024-08-22 14:39:01,2024-08-22 14:52:02,2022,909 Destiny USA,Destiny USA-bound
4665,2024-08-22 14:39:01,2024-08-22 15:02:03,2242,909 Destiny USA,Fairgrounds-bound
1161,2024-08-22 14:44:01,2024-08-22 15:15:02,1767,901 State Fair - Hub,Fairgrounds-bound
2154,2024-08-22 14:50:01,2024-08-22 15:00:03,1781,909 Destiny USA,Destiny USA-bound
290,2024-08-22 14:52:02,2024-08-22 14:59:01,1751,909 Destiny USA,Fairgrounds-bound
3660,2024-08-22 14:52:02,2024-08-22 15:11:02,2022,909 Destiny USA,Fairgrounds-bound
117,2024-08-22 14:53:03,2024-08-22 15:14:01,1625,907 Long Branch Park,Fairgrounds-bound
3059,2024-08-22 14:57:02,2024-08-22 15:09:03,1907,907 Long Branch Park,Long Branch Park-bound
2155,2024-08-22 15:00:03,2024-08-22 15:24:01,1781,909 Destiny USA,Fairgrounds-bound
4666,2024-08-22 15:02:03,2024-08-22 15:13:02,2242,909 Destiny USA,Destiny USA-bound
3060,2024-08-22 15:09:03,2024-08-22 15:37:01,1907,907 Long Branch Park,Fairgrounds-bound
3661,2024-08-22 15:11:02,2024-08-22 15:24:01,2022,909 Destiny USA,Destiny USA-bound
4667,2024-08-22 15:13:02,2024-08-22 15:42:01,2242,909 Destiny USA,Fairgrounds-bound
118,2024-08-22 15:14:01,2024-08-22 15:27:02,1625,907 Long Branch Park,Long Branch Park-bound
1162,2024-08-22 15:15:02,2024-08-22 15:31:01,1767,901 State Fair - Hub,hub-bound
2156,2024-08-22 15:24:01,2024-08-22 15:34:01,1781,909 Destiny USA,Destiny USA-bound
3662,2024-08-22 15:24:01,2024-08-22 15:49:01,2022,909 Destiny USA,Fairgrounds-bound
119,2024-08-22 15:27:02,2024-08-22 15:49:01,1625,907 Long Branch Park,Fairgrounds-bound
1163,2024-08-22 15:31:01,2024-08-22 15:51:01,1767,901 State Fair - Hub,Fairgrounds-bound
2157,2024-08-22 15:34:01,2024-08-22 16:05:01,1781,909 Destiny USA,Fairgrounds-bound
3061,2024-08-22 15:37:01,2024-08-22 15:51:01,1907,907 Long Branch Park,Long Branch Park-bound
4668,2024-08-22 15:42:01,2024-08-22 15:55:03,2242,909 Destiny USA,Destiny USA-bound
3663,2024-08-22 15:49:01,2024-08-22 15:59:01,2022,909 Destiny USA,Destiny USA-bound
1164,2024-08-22 15:51:01,2024-08-22 16:04:01,1767,901 State Fair - Hub,hub-bound
3062,2024-08-22 15:51:01,2024-08-22 16:10:01,1907,907 Long Branch Park,Fairgrounds-bound
4669,2024-08-22 15:55:03,2024-08-22 16:20:02,2242,909 Destiny USA,Fairgrounds-bound
3664,2024-08-22 15:59:01,2024-08-22 16:32:02,2022,909 Destiny USA,Fairgrounds-bound
1368,2024-08-22 16:00:01,2024-08-22 16:09:01,1769,907 Long Branch Park,Long Branch Park-bound
1165,2024-08-22 16:04:01,2024-08-22 16:26:02,1767,901 State Fair - Hub,Fairgrounds-bound
2158,2024-08-22 16:05:01,2024-08-22 16:19:02,1781,909 Destiny USA,Destiny USA-bound
1369,2024-08-22 16:09:01,2024-08-22 16:33:01,1769,907 Long Branch Park,Fairgrounds-bound
3063,2024-08-22 16:10:01,2024-08-22 16:22:01,1907,907 Long Branch Park,Long Branch Park-bound
2159,2024-08-22 16:19:02,2024-08-22 16:45:02,1781,909 Destiny USA,Fairgrounds-bound
4670,2024-08-22 16:20:02,2024-08-22 16:30:02,2242,909 Destiny USA,Destiny USA-bound
3064,2024-08-22 16:22:01,2024-08-22 16:42:02,1907,907 Long Branch Park,Fairgrounds-bound
1166,2024-08-22 16:26:02,2024-08-22 16:40:02,1767,901 State Fair - Hub,hub-bound
4671,2024-08-22 16:30:02,2024-08-22 16:59:01,2242,909 Destiny USA,Fairgrounds-bound
3665,2024-08-22 16:32:02,2024-08-22 16:44:01,2022,909 Destiny USA,Destiny USA-bound
1370,2024-08-22 16:33:01,2024-08-22 16:48:02,1769,907 Long Branch Park,Long Branch Park-bound
1167,2024-08-22 16:40:02,2024-08-22 17:10:01,1767,901 State Fair - Hub,Fairgrounds-bound
3065,2024-08-22 16:42:02,2024-08-22 16:58:02,1907,907 Long Branch Park,Long Branch Park-bound
3666,2024-08-22 16:44:01,2024-08-22 17:12:03,2022,909 Destiny USA,Fairgrounds-bound
2160,2024-08-22 16:45:02,2024-08-22 16:55:01,1781,909 Destiny USA,Destiny USA-bound
1371,2024-08-22 16:48:02,2024-08-22 17:13:01,1769,907 Long Branch Park,Fairgrounds-bound
2161,2024-08-22 16:55:01,2024-08-22 17:20:00,1781,909 Destiny USA,Fairgrounds-bound
3066,2024-08-22 16:58:02,2024-08-22 17:30:06,1907,907 Long Branch Park,Fairgrounds-bound
4672,2024-08-22 16:59:01,2024-08-22 17:10:01,2242,909 Destiny USA,Destiny USA-bound
1168,2024-08-22 17:10:01,2024-08-22 17:23:01,1767,901 State Fair - Hub,hub-bound
4673,2024-08-22 17:10:01,2024-08-22 17:42:03,2242,909 Destiny USA,Fairgrounds-bound
3667,2024-08-22 17:12:03,2024-08-22 17:23:01,2022,909 Destiny USA,Destiny USA-bound
1372,2024-08-22 17:13:01,2024-08-22 17:32:01,1769,907 Long Branch Park,Long Branch Park-bound
2162,2024-08-22 17:20:00,2024-08-22 17:31:01,1781,909 Destiny USA,Destiny USA-bound
3668,2024-08-22 17:23:01,2024-08-22 17:52:02,2022,909 Destiny USA,Fairgrounds-bound
1169,2024-08-22 17:23:01,2024-08-22 17:44:02,1767,901 State Fair - Hub,Fairgrounds-bound
3894,2024-08-22 17:25:02,2024-08-22 17:34:01,2231,909 Destiny USA,Fairgrounds-bound
3067,2024-08-22 17:30:06,2024-08-22 17:44:02,1907,907 Long Branch Park,Long Branch Park-bound
2163,2024-08-22 17:31:01,2024-08-22 18:04:02,1781,909 Destiny USA,Fairgrounds-bound
1373,2024-08-22 17:32:01,2024-08-22 17:56:02,1769,907 Long Branch Park,Fairgrounds-bound
3895,2024-08-22 17:41:01,2024-08-22 18:02:03,2231,907 Long Branch Park,Fairgrounds-bound
4674,2024-08-22 17:42:03,2024-08-22 17:55:01,2242,909 Destiny USA,Destiny USA-bound
1170,2024-08-22 17:44:02,2024-08-22 17:58:01,1767,901 State Fair - Hub,hub-bound
3068,2024-08-22 17:44:02,2024-08-22 18:20:01,1907,907 Long Branch Park,Fairgrounds-bound
3669,2024-08-22 17:52:02,2024-08-22 18:05:03,2022,909 Destiny USA,Destiny USA-bound
4675,2024-08-22 17:55:01,2024-08-22 18:22:01,2242,909 Destiny USA,Fairgrounds-bound
1171,2024-08-22 17:58:01,2024-08-22 18:29:01,1767,901 State Fair - Hub,Fairgrounds-bound
3896,2024-08-22 18:02:03,2024-08-22 18:25:01,2231,907 Long Branch Park,Long Branch Park-bound
2164,2024-08-22 18:04:02,2024-08-22 18:18:02,1781,909 Destiny USA,Destiny USA-bound
3670,2024-08-22 18:05:03,2024-08-22 18:36:01,2022,909 Destiny USA,Fairgrounds-bound
2165,2024-08-22 18:18:02,2024-08-22 18:51:02,1781,909 Destiny USA,Fairgrounds-bound
3069,2024-08-22 18:20:01,2024-08-22 18:41:01,1907,907 Long Branch Park,Long Branch Park-bound
4676,2024-08-22 18:22:01,2024-08-22 18:41:01,2242,909 Destiny USA,Destiny USA-bound
3897,2024-08-22 18:25:01,2024-08-22 18:51:02,2231,907 Long Branch Park,Fairgrounds-bound
1172,2024-08-22 18:29:01,2024-08-22 18:41:01,1767,901 State Fair - Hub,hub-bound
3671,2024-08-22 18:36:01,2024-08-22 18:50:02,2022,909 Destiny USA,Destiny USA-bound
1173,2024-08-22 18:41:01,2024-08-22 19:07:01,1767,901 State Fair - Hub,Fairgrounds-bound
3070,2024-08-22 18:41:01,2024-08-22 18:57:01,1907,907 Long Branch Park,Fairgrounds-bound
4677,2024-08-22 18:41:01,2024-08-22 19:16:02,2242,909 Destiny USA,Fairgrounds-bound
3672,2024-08-22 18:50:02,2024-08-22 19:27:03,2022,909 Destiny USA,Fairgrounds-bound
2166,2024-08-22 18:51:02,2024-08-22 19:13:02,1781,909 Destiny USA,Destiny USA-bound
3071,2024-08-22 18:57:01,2024-08-22 19:15:04,1907,907 Long Branch Park,Long Branch Park-bound
1174,2024-08-22 19:07:01,2024-08-22 19:24:01,1767,901 State Fair - Hub,hub-bound
827,2024-08-22 19:09:00,2024-08-22 19:22:02,1761,907 Long Branch Park,Long Branch Park-bound
2167,2024-08-22 19:13:02,2024-08-22 19:44:01,1781,909 Destiny USA,Fairgrounds-bound
3072,2024-08-22 19:15:04,2024-08-22 19:37:01,1907,907 Long Branch Park,Fairgrounds-bound
4678,2024-08-22 19:16:02,2024-08-22 19:37:01,2242,909 Destiny USA,Destiny USA-bound
828,2024-08-22 19:22:02,2024-08-22 19:44:01,1761,907 Long Branch Park,Fairgrounds-bound
1175,2024-08-22 19:24:01,2024-08-22 19:46:02,1767,901 State Fair - Hub,Fairgrounds-bound
3673,2024-08-22 19:27:03,2024-08-22 19:42:01,2022,909 Destiny USA,Destiny USA-bound
3073,2024-08-22 19:37:01,2024-08-22 19:55:03,1907,907 Long Branch Park,Long Branch Park-bound
4679,2024-08-22 19:37:01,2024-08-22 20:59:02,2242,909 Destiny USA,Fairgrounds-bound
3674,2024-08-22 19:42:01,2024-08-22 20:07:02,2022,909 Destiny USA,Fairgrounds-bound
829,2024-08-22 19:44:01,2024-08-22 20:02:01,1761,907 Long Branch Park,Long Branch Park-bound
2168,2024-08-22 19:44:01,2024-08-22 20:01:02,1781,909 Destiny USA,Destiny USA-bound
1176,2024-08-22 19:46:02,2024-08-22 20:05:02,1767,901 State Fair - Hub,hub-bound
3074,2024-08-22 19:55:03,2024-08-22 20:24:02,1907,907 Long Branch Park,Fairgrounds-bound
2169,2024-08-22 20:01:02,2024-08-22 20:28:01,1781,909 Destiny USA,Fairgrounds-bound
830,2024-08-22 20:02:01,2024-08-22 20:35:03,1761,907 Long Branch Park,Fairgrounds-bound
1177,2024-08-22 20:05:02,2024-08-22 20:28:01,1767,901 State Fair - Hub,Fairgrounds-bound
3675,2024-08-22 20:07:02,2024-08-22 20:25:02,2022,909 Destiny USA,Destiny USA-bound
3075,2024-08-22 20:24:02,2024-08-22 20:46:02,1907,907 Long Branch Park,Long Branch Park-bound
3676,2024-08-22 20:25:02,2024-08-22 20:46:02,2022,909 Destiny USA,Fairgrounds-bound
1178,2024-08-22 20:28:01,2024-08-22 20:46:02,1767,901 State Fair - Hub,hub-bound
2170,2024-08-22 20:28:01,2024-08-22 20:48:02,1781,909 Destiny USA,Destiny USA-bound
1179,2024-08-22 20:46:02,2024-08-22 21:04:01,1767,901 State Fair - Hub,Fairgrounds-bound
3076,2024-08-22 20:46:02,2024-08-22 21:18:01,1907,907 Long Branch Park,Fairgrounds-bound
3677,2024-08-22 20:46:02,2024-08-22 21:02:01,2022,909 Destiny USA,Destiny USA-bound
2171,2024-08-22 20:48:02,2024-08-23 00:11:01,1781,909 Destiny USA,Fairgrounds-bound
4680,2024-08-22 20:59:02,2024-08-22 21:18:01,2242,909 Destiny USA,Destiny USA-bound
3678,2024-08-22 21:02:01,2024-08-22 21:20:01,2022,909 Destiny USA,Fairgrounds-bound
1180,2024-08-22 21:04:01,2024-08-22 21:19:01,1767,901 State Fair - Hub,hub-bound
1999,2024-08-22 21:09:02,2024-08-22 21:31:02,1779,909 Destiny USA,Fairgrounds-bound
4681,2024-08-22 21:18:01,2024-08-22 21:42:03,2242,909 Destiny USA,Fairgrounds-bound
3077,2024-08-22 21:18:01,2024-08-22 21:33:01,1907,907 Long Branch Park,Long Branch Park-bound
1181,2024-08-22 21:19:01,2024-08-22 21:41:02,1767,901 State Fair - Hub,Fairgrounds-bound
3679,2024-08-22 21:20:01,2024-08-22 21:34:01,2022,909 Destiny USA,Destiny USA-bound
2000,2024-08-22 21:31:02,2024-08-22 21:51:01,1779,909 Destiny USA,Destiny USA-bound
3078,2024-08-22 21:33:01,2024-08-22 21:54:02,1907,907 Long Branch Park,Fairgrounds-bound
3680,2024-08-22 21:34:01,2024-08-22 21:56:02,2022,909 Destiny USA,Fairgrounds-bound
1182,2024-08-22 21:41:02,2024-08-22 22:00:03,1767,901 State Fair - Hub,hub-bound
4682,2024-08-22 21:42:03,2024-08-22 22:00:03,2242,909 Destiny USA,Destiny USA-bound
2001,2024-08-22 21:51:01,2024-08-22 22:15:02,1779,909 Destiny USA,Fairgrounds-bound
3079,2024-08-22 21:54:02,2024-08-22 22:12:01,1907,907 Long Branch Park,Long Branch Park-bound
3681,2024-08-22 21:56:02,2024-08-22 22:10:02,2022,909 Destiny USA,Destiny USA-bound
1183,2024-08-22 22:00:03,2024-08-22 22:28:01,1767,901 State Fair - Hub,Fairgrounds-bound
4683,2024-08-22 22:00:03,2024-08-22 22:23:01,2242,909 Destiny USA,Fairgrounds-bound
3682,2024-08-22 22:10:02,2024-08-22 22:33:02,2022,909 Destiny USA,Fairgrounds-bound
3080,2024-08-22 22:12:01,2024-08-22 22:33:02,1907,907 Long Branch Park,Fairgrounds-bound
2002,2024-08-22 22:15:02,2024-08-22 22:33:02,1779,909 Destiny USA,Destiny USA-bound
3289,2024-08-22 22:23:01,2024-08-22 22:53:01,1913,907 Long Branch Park,Long Branch Park-bound
4684,2024-08-22 22:23:01,2024-08-22 22:34:02,2242,909 Destiny USA,Destiny USA-bound
1184,2024-08-22 22:28:01,2024-08-22 22:44:01,1767,901 State Fair - Hub,hub-bound
2003,2024-08-22 22:33:02,2024-08-22 22:52:02,1779,909 Destiny USA,Fairgrounds-bound
3683,2024-08-22 22:33:02,2024-08-22 22:46:01,2022,909 Destiny USA,Destiny USA-bound
4685,2024-08-22 22:34:02,2024-08-22 23:06:01,2242,909 Destiny USA,Fairgrounds-bound
1185,2024-08-22 22:44:01,2024-08-22 23:05:01,1767,901 State Fair - Hub,Fairgrounds-bound
3684,2024-08-22 22:46:01,2024-08-22 23:27:02,2022,909 Destiny USA,Fairgrounds-bound
2004,2024-08-22 22:52:02,2024-08-22 23:08:01,1779,909 Destiny USA,Destiny USA-bound
3290,2024-08-22 22:53:01,2024-08-22 23:16:01,1913,907 Long Branch Park,Fairgrounds-bound
1186,2024-08-22 23:05:01,2024-08-22 23:28:01,1767,901 State Fair - Hub,hub-bound
4686,2024-08-22 23:06:01,2024-08-22 23:20:01,2242,909 Destiny USA,Destiny USA-bound
2005,2024-08-22 23:08:01,2024-08-22 23:36:01,1779,909 Destiny USA,Fairgrounds-bound
291,2024-08-22 23:14:02,2024-08-22 23:22:02,1751,907 Long Branch Park,Long Branch Park-bound
3291,2024-08-22 23:16:01,2024-08-22 23:33:02,1913,907 Long Branch Park,Long Branch Park-bound
4687,2024-08-22 23:20:01,2024-08-22 23:46:02,2242,909 Destiny USA,Fairgrounds-bound
292,2024-08-22 23:22:02,2024-08-22 23:38:01,1751,907 Long Branch Park,Fairgrounds-bound
3685,2024-08-22 23:27:02,2024-08-22 23:42:01,2022,909 Destiny USA,Destiny USA-bound
3292,2024-08-22 23:33:02,2024-08-22 23:55:01,1913,907 Long Branch Park,Fairgrounds-bound
2006,2024-08-22 23:36:01,2024-08-22 23:55:01,1779,909 Destiny USA,Destiny USA-bound
293,2024-08-22 23:38:01,2024-08-22 23:58:02,1751,907 Long Branch Park,Long Branch Park-bound
3686,2024-08-22 23:42:01,2024-08-23 00:00:02,2022,909 Destiny USA,Fairgrounds-bound
4688,2024-08-22 23:46:02,2024-08-23 00:00:02,2242,909 Destiny USA,Destiny USA-bound
1016,2024-08-22 23:47:00,2024-08-22 23:57:02,1764,901 State Fair - Hub,Fairgrounds-bound
3293,2024-08-22 23:55:01,2024-08-23 00:15:04,1913,907 Long Branch Park,Long Branch Park-bound
2007,2024-08-22 23:55:01,2024-08-23 00:09:01,1779,909 Destiny USA,Fairgrounds-bound
1017,2024-08-22 23:57:02,2024-08-23 00:21:01,1764,901 State Fair - Hub,hub-bound
294,2024-08-22 23:58:02,2024-08-23 00:15:04,1751,907 Long Branch Park,Fairgrounds-bound
3687,2024-08-23 00:00:02,2024-08-23 00:14:02,2022,909 Destiny USA,Destiny USA-bound
4186,2024-08-23 00:05:02,2024-08-23 00:14:02,2237,901 State Fair - Hub,Fairgrounds-bound
2008,2024-08-23 00:09:01,2024-08-23 00:17:01,1779,909 Destiny USA,Destiny USA-bound
2172,2024-08-23 00:11:01,2024-08-23 00:25:01,1781,909 Destiny USA,Destiny USA-bound
4187,2024-08-23 00:14:02,2024-08-23 00:32:01,2237,901 State Fair - Hub,hub-bound
295,2024-08-23 00:15:04,2024-08-23 00:33:02,1751,907 Long Branch Park,Long Branch Park-bound
3294,2024-08-23 00:15:04,2024-08-23 00:32:01,1913,907 Long Branch Park,Fairgrounds-bound
1018,2024-08-23 00:21:01,2024-08-23 00:32:01,1764,901 State Fair - Hub,Fairgrounds-bound
2173,2024-08-23 00:25:01,2024-08-23 00:37:01,1781,909 Destiny USA,Fairgrounds-bound
3898,2024-08-23 00:26:02,2024-08-23 00:37:01,2231,909 Destiny USA,Fairgrounds-bound
4188,2024-08-23 00:32:01,2024-08-23 00:55:03,2237,901 State Fair - Hub,Fairgrounds-bound
1019,2024-08-23 00:32:01,2024-08-23 00:51:01,1764,901 State Fair - Hub,hub-bound
3295,2024-08-23 00:32:01,2024-08-23 00:48:01,1913,907 Long Branch Park,Long Branch Park-bound
296,2024-08-23 00:33:02,2024-08-23 00:49:01,1751,907 Long Branch Park,Fairgrounds-bound
2174,2024-08-23 00:37:01,2024-08-23 00:52:02,1781,909 Destiny USA,Destiny USA-bound
3899,2024-08-23 00:37:01,2024-08-23 00:54:02,2231,909 Destiny USA,Destiny USA-bound
